tweet_id,text,favorite_count
1770910843950989353',Getting out of your way is sometimes the best thing someone can do to help you achieve your goals.,1125
1770877856467599557',"The better you get, the more people *trying* to help just makes more work for you.",1206
1770846308162531476',"We dont have social obligations. 
We have social consequences.

And the people who want to punish you for skipping them, do it by talking to you less and avoiding you more.

So when you think about it, not going today saves you time now and later. 

I call that a win-win.",942
1770652851489907068',"People stress a lot about death. 

But we’ve all been dead before.

Before we were alive, we were…not alive.

And it didn’t bother you last time. 

So it probably won’t the next time.",1961
1770569360769503350',"Just found an old note from myself 12 years ago. 

I talked about my $10,000 per month income goal. 

Reading it got me pretty choked up.

All this to say, no matter where you’re at in your journey.

You’ve just gotta believe with all your fucking heart that you’re gonna make it.",4414
1770503171523183010',"CTAs are easy to mess up and the 2nd most important part of any advertising. 

An easy checklist I like to use:

What to do. “Click the link”

Where to do it. “In my profile”

When to do it. “When you read this”

Why to do it. “To get my new book”

How to know they did it right.",821
1770471658584740009',"Reminder to new salesmen:

Everything you say after their “yes” introduces the risk of changing to “not yes”.

Once the prospect says agrees to buy, shut up and get the money.",2119
1770427787788366191',"I used to put a $ number on my success. 

But as I look back at my poorer younger self, I would never call him a failure. He was just early. 

But he forced me to rethink my definition:

You become a success the moment you start trying. 

You become a failure the moment you stop.

The catch is - only you know if you really are.",1808
1770280438843809990',The only thing worse than making a bad decision is sticking with it to try and prove to yourself you were right.,2823
1770221824720375855',"No news is ever as good or as bad as we expect, except for news we don’t expect at all.",804
1770206176439079108',The day money becomes the goal rather than the way is the day you’ll never have enough.,2015
1769930348337795379',"If freedom is the goal, it should never be the price.",3169
1769768274043060590',"There are brief openings where risk, skill, and opportunity align. 

That’s when you need to take massive, unrelenting, violent action and make big, scary, irreversible sacrifices. 

Expect no one to understand.

Because if everyone sees an opportunity, you’ve already missed it.",2073
1769713367831417073',The goal is to live a life where your perfect day and your everyday are indistinguishable.,3543
1769377193040425004',"Sundays can be workdays too.

Cheers to everybody doing shit and getting it done this weekend.",2380
1769144638986932581',"How to stay poor:

Freak out whenever you need to learn any math related to money and say “I’m not a math person”. Then, forever think the fact that you had a shitty 8th grade math teacher excuses you from learning anything new.",3017
